GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S18,HD02_S18,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25,HD01_S26,HD02_S26,HD01_S27,HD02_S27,HD01_S28,HD02_S28,HD01_S29,HD02_S29,HD01_S30,HD02_S30,HD01_S31,HD02_S31,HD01_S32,HD02_S32,HD01_S33,HD02_S33,HD01_S34,HD02_S34,HD01_S35,HD02_S35,HD01_S36,HD02_S36,HD01_S37,HD02_S37,HD01_S38,HD02_S38,HD01_S39,HD02_S39,HD01_S40,HD02_S40,HD01_S41,HD02_S41,HD01_S42,HD02_S42
620L200US36041,36041,"Assembly District 41 (2010), New York",116834,100.0,114509,98.0,53319,45.6,47002,40.2,313,0.3,102,0.1,0,0.0,0,0.0,211,0.2,10940,9.4,25,0.0,2910,2.5,2325,2.0,811,0.7,1354,1.2,63,0.1,97,0.1,116834,100.0,8627,7.4,1089,0.9,3761,3.2,270,0.2,3507,3.0,108207,92.6,116834,100.0,114509,98.0,7980,6.8,106529,91.2,2325,2.0,647,0.6,1678,1.4
620L200US36042,36042,"Assembly District 42 (2010), New York",114942,100.0,111482,97.0,22740,19.8,74880,65.1,582,0.5,165,0.1,0,0.0,0,0.0,417,0.4,4319,3.8,47,0.0,8914,7.8,3460,3.0,1547,1.3,1643,1.4,91,0.1,179,0.2,114942,100.0,19844,17.3,6019,5.2,4134,3.6,283,0.2,9408,8.2,95098,82.7,114942,100.0,111482,97.0,18277,15.9,93205,81.1,3460,3.0,1567,1.4,1893,1.6
620L200US36043,36043,"Assembly District 43 (2010), New York",114124,100.0,111279,97.5,21056,18.5,85195,74.7,361,0.3,112,0.1,2,0.0,0,0.0,247,0.2,1639,1.4,39,0.0,2989,2.6,2845,2.5,965,0.8,1598,1.4,79,0.1,203,0.2,114124,100.0,9338,8.2,794,0.7,2605,2.3,274,0.2,5665,5.0,104786,91.8,114124,100.0,111279,97.5,8439,7.4,102840,90.1,2845,2.5,899,0.8,1946,1.7
620L200US36044,36044,"Assembly District 44 (2010), New York",121728,100.0,117122,96.2,75323,61.9,9946,8.2,661,0.5,246,0.2,2,0.0,0,0.0,413,0.3,22087,18.1,46,0.0,9059,7.4,4606,3.8,1487,1.2,2825,2.3,88,0.1,206,0.2,121728,100.0,20302,16.7,8023,6.6,5357,4.4,508,0.4,6414,5.3,101426,83.3,121728,100.0,117122,96.2,18644,15.3,98478,80.9,4606,3.8,1658,1.4,2948,2.4
620L200US36045,36045,"Assembly District 45 (2010), New York",120832,100.0,118806,98.3,97230,80.5,1858,1.5,226,0.2,81,0.1,0,0.0,0,0.0,145,0.1,15619,12.9,9,0.0,3864,3.2,2026,1.7,645,0.5,1299,1.1,39,0.0,43,0.0,120832,100.0,8586,7.1,3567,3.0,1851,1.5,173,0.1,2995,2.5,112246,92.9,120832,100.0,118806,98.3,8103,6.7,110703,91.6,2026,1.7,483,0.4,1543,1.3
620L200US36046,36046,"Assembly District 46 (2010), New York",117179,100.0,114089,97.4,77453,66.1,14412,12.3,555,0.5,164,0.1,1,0.0,0,0.0,390,0.3,13156,11.2,42,0.0,8471,7.2,3090,2.6,1280,1.1,1638,1.4,48,0.0,124,0.1,117179,100.0,20175,17.2,5903,5.0,8579,7.3,322,0.3,5371,4.6,97004,82.8,117179,100.0,114089,97.4,18795,16.0,95294,81.3,3090,2.6,1380,1.2,1710,1.5
620L200US36047,36047,"Assembly District 47 (2010), New York",127412,100.0,124972,98.1,78148,61.3,2653,2.1,360,0.3,123,0.1,1,0.0,0,0.0,236,0.2,35909,28.2,66,0.1,7836,6.2,2440,1.9,988,0.8,1359,1.1,32,0.0,61,0.0,127412,100.0,16040,12.6,5117,4.0,4499,3.5,223,0.2,6201,4.9,111372,87.4,127412,100.0,124972,98.1,15151,11.9,109821,86.2,2440,1.9,889,0.7,1551,1.2
620L200US36048,36048,"Assembly District 48 (2010), New York",124776,100.0,123020,98.6,89124,71.4,1504,1.2,307,0.2,104,0.1,0,0.0,0,0.0,203,0.2,27592,22.1,30,0.0,4463,3.6,1756,1.4,633,0.5,1039,0.8,30,0.0,54,0.0,124776,100.0,9757,7.8,2998,2.4,2728,2.2,163,0.1,3868,3.1,115019,92.2,124776,100.0,123020,98.6,9150,7.3,113870,91.3,1756,1.4,607,0.5,1149,0.9
620L200US36049,36049,"Assembly District 49 (2010), New York",129871,100.0,127554,98.2,73986,57.0,1091,0.8,320,0.2,157,0.1,0,0.0,0,0.0,163,0.1,43760,33.7,105,0.1,8292,6.4,2317,1.8,976,0.8,1257,1.0,24,0.0,60,0.0,129871,100.0,16620,12.8,4172,3.2,4780,3.7,195,0.2,7473,5.8,113251,87.2,129871,100.0,127554,98.2,15633,12.0,111921,86.2,2317,1.8,987,0.8,1330,1.0
620L200US36050,36050,"Assembly District 50 (2010), New York",133740,100.0,130372,97.5,103158,77.1,12159,9.1,493,0.4,151,0.1,0,0.0,0,0.0,342,0.3,5849,4.4,65,0.0,8648,6.5,3368,2.5,1219,0.9,1890,1.4,61,0.0,198,0.1,133740,100.0,20367,15.2,3532,2.6,8772,6.6,362,0.3,7701,5.8,113373,84.8,133740,100.0,130372,97.5,18920,14.1,111452,83.3,3368,2.5,1447,1.1,1921,1.4
620L200US36051,36051,"Assembly District 51 (2010), New York",127463,100.0,121783,95.5,47339,37.1,9525,7.5,1797,1.4,458,0.4,3,0.0,0,0.0,1336,1.0,32713,25.7,69,0.1,30340,23.8,5680,4.5,3035,2.4,2130,1.7,226,0.2,289,0.2,127463,100.0,63916,50.1,21925,17.2,18361,14.4,374,0.3,23256,18.2,63547,49.9,127463,100.0,121783,95.5,59776,46.9,62007,48.6,5680,4.5,4140,3.2,1540,1.2
620L200US36052,36052,"Assembly District 52 (2010), New York",124831,100.0,119627,95.8,93148,74.6,12011,9.6,368,0.3,148,0.1,2,0.0,0,0.0,218,0.2,8410,6.7,50,0.0,5640,4.5,5204,4.2,1105,0.9,3681,2.9,106,0.1,312,0.2,124831,100.0,18179,14.6,2248,1.8,8366,6.7,741,0.6,6824,5.5,106652,85.4,124831,100.0,119627,95.8,16675,13.4,102952,82.5,5204,4.2,1504,1.2,3700,3.0
620L200US36053,36053,"Assembly District 53 (2010), New York",128055,100.0,121303,94.7,58485,45.7,15854,12.4,1555,1.2,426,0.3,1,0.0,0,0.0,1128,0.9,8429,6.6,118,0.1,36862,28.8,6752,5.3,4282,3.3,2039,1.6,221,0.2,210,0.2,128055,100.0,76679,59.9,13556,10.6,28435,22.2,525,0.4,34163,26.7,51376,40.1,128055,100.0,121303,94.7,71472,55.8,49831,38.9,6752,5.3,5207,4.1,1545,1.2
620L200US36054,36054,"Assembly District 54 (2010), New York",127728,100.0,120645,94.5,27094,21.2,47475,37.2,1673,1.3,464,0.4,0,0.0,0,0.0,1209,0.9,7771,6.1,157,0.1,36475,28.6,7083,5.5,4521,3.5,2066,1.6,310,0.2,186,0.1,127728,100.0,70568,55.2,6302,4.9,24444,19.1,555,0.4,39267,30.7,57160,44.8,127728,100.0,120645,94.5,65554,51.3,55091,43.1,7083,5.5,5014,3.9,2069,1.6
620L200US36055,36055,"Assembly District 55 (2010), New York",124991,100.0,120754,96.6,9108,7.3,98135,78.5,946,0.8,281,0.2,0,0.0,0,0.0,665,0.5,1128,0.9,82,0.1,11355,9.1,4237,3.4,2011,1.6,1888,1.5,159,0.1,179,0.1,124991,100.0,27715,22.2,1671,1.3,12054,9.6,365,0.3,13625,10.9,97276,77.8,124991,100.0,120754,96.6,25324,20.3,95430,76.3,4237,3.4,2391,1.9,1846,1.5
620L200US36056,36056,"Assembly District 56 (2010), New York",123795,100.0,119892,96.8,11881,9.6,96801,78.2,770,0.6,226,0.2,1,0.0,0,0.0,543,0.4,2121,1.7,78,0.1,8241,6.7,3903,3.2,1513,1.2,2028,1.6,116,0.1,246,0.2,123795,100.0,20635,16.7,1977,1.6,8922,7.2,443,0.4,9293,7.5,103160,83.3,123795,100.0,119892,96.8,18845,15.2,101047,81.6,3903,3.2,1790,1.4,2113,1.7
620L200US36057,36057,"Assembly District 57 (2010), New York",120027,100.0,114997,95.8,34209,28.5,68178,56.8,538,0.4,193,0.2,3,0.0,0,0.0,342,0.3,6361,5.3,78,0.1,5633,4.7,5030,4.2,1231,1.0,3244,2.7,125,0.1,430,0.4,120027,100.0,16245,13.5,1705,1.4,5943,5.0,530,0.4,8067,6.7,103782,86.5,120027,100.0,114997,95.8,14672,12.2,100325,83.6,5030,4.2,1573,1.3,3457,2.9
620L200US36058,36058,"Assembly District 58 (2010), New York",113909,100.0,111630,98.0,3907,3.4,103505,90.9,364,0.3,68,0.1,0,0.0,0,0.0,296,0.3,1465,1.3,35,0.0,2354,2.1,2279,2.0,853,0.7,1250,1.1,43,0.0,133,0.1,113909,100.0,7243,6.4,559,0.5,2373,2.1,291,0.3,4020,3.5,106666,93.6,113909,100.0,111630,98.0,6674,5.9,104956,92.1,2279,2.0,569,0.5,1710,1.5
620L200US36059,36059,"Assembly District 59 (2010), New York",123974,100.0,121364,97.9,51670,41.7,60967,49.2,298,0.2,86,0.1,0,0.0,3,0.0,209,0.2,5246,4.2,27,0.0,3156,2.5,2610,2.1,826,0.7,1591,1.3,67,0.1,126,0.1,123974,100.0,10203,8.2,914,0.7,4677,3.8,315,0.3,4297,3.5,113771,91.8,123974,100.0,121364,97.9,9456,7.6,111908,90.3,2610,2.1,747,0.6,1863,1.5
620L200US36060,36060,"Assembly District 60 (2010), New York",126132,100.0,123006,97.5,101381,80.4,3395,2.7,332,0.3,145,0.1,1,0.0,0,0.0,186,0.1,11725,9.3,51,0.0,6122,4.9,3126,2.5,1039,0.8,1880,1.5,75,0.1,132,0.1,126132,100.0,18619,14.8,3977,3.2,8447,6.7,501,0.4,5694,4.5,107513,85.2,126132,100.0,123006,97.5,17439,13.8,105567,83.7,3126,2.5,1180,0.9,1946,1.5
620L200US36061,36061,"Assembly District 61 (2010), New York",130360,100.0,124835,95.8,64299,49.3,35417,27.2,908,0.7,372,0.3,0,0.0,0,0.0,536,0.4,7868,6.0,88,0.1,16255,12.5,5525,4.2,2361,1.8,2686,2.1,148,0.1,330,0.3,130360,100.0,39271,30.1,12038,9.2,16207,12.4,591,0.5,10435,8.0,91089,69.9,130360,100.0,124835,95.8,36328,27.9,88507,67.9,5525,4.2,2943,2.3,2582,2.0
620L200US36062,36062,"Assembly District 62 (2010), New York",127763,100.0,126169,98.8,117652,92.1,1314,1.0,176,0.1,85,0.1,0,0.0,0,0.0,91,0.1,4910,3.8,40,0.0,2077,1.6,1594,1.2,537,0.4,976,0.8,28,0.0,53,0.0,127763,100.0,10178,8.0,1549,1.2,5230,4.1,447,0.3,2952,2.3,117585,92.0,127763,100.0,126169,98.8,9585,7.5,116584,91.3,1594,1.2,593,0.5,1001,0.8
620L200US36063,36063,"Assembly District 63 (2010), New York",125373,100.0,122180,97.5,89313,71.2,10645,8.5,396,0.3,152,0.1,0,0.0,0,0.0,244,0.2,15771,12.6,43,0.0,6012,4.8,3193,2.5,1178,0.9,1794,1.4,77,0.1,144,0.1,125373,100.0,19452,15.5,2834,2.3,10079,8.0,494,0.4,6045,4.8,105921,84.5,125373,100.0,122180,97.5,18236,14.5,103944,82.9,3193,2.5,1216,1.0,1977,1.6
620L200US36064,36064,"Assembly District 64 (2010), New York",136671,100.0,132444,96.9,58115,42.5,8259,6.0,366,0.3,137,0.1,4,0.0,0,0.0,225,0.2,57937,42.4,57,0.0,7710,5.6,4227,3.1,1112,0.8,2767,2.0,86,0.1,262,0.2,136671,100.0,21704,15.9,1373,1.0,10884,8.0,490,0.4,8957,6.6,114967,84.1,136671,100.0,132444,96.9,20105,14.7,112339,82.2,4227,3.1,1599,1.2,2628,1.9
620L200US36065,36065,"Assembly District 65 (2010), New York",132385,100.0,129135,97.5,108576,82.0,5136,3.9,155,0.1,79,0.1,1,0.0,0,0.0,75,0.1,13128,9.9,77,0.1,2063,1.6,3250,2.5,616,0.5,2414,1.8,54,0.0,166,0.1,132385,100.0,9329,7.0,1165,0.9,2476,1.9,648,0.5,5040,3.8,123056,93.0,132385,100.0,129135,97.5,8648,6.5,120487,91.0,3250,2.5,681,0.5,2569,1.9
620L200US36066,36066,"Assembly District 66 (2010), New York",140310,100.0,135896,96.9,113812,81.1,4158,3.0,205,0.1,102,0.1,2,0.0,0,0.0,101,0.1,15204,10.8,52,0.0,2465,1.8,4414,3.1,629,0.4,3429,2.4,90,0.1,266,0.2,140310,100.0,10137,7.2,1713,1.2,2551,1.8,817,0.6,5056,3.6,130173,92.8,140310,100.0,135896,96.9,9404,6.7,126492,90.2,4414,3.1,733,0.5,3681,2.6
620L200US36067,36067,"Assembly District 67 (2010), New York",134810,100.0,131094,97.2,106447,79.0,7384,5.5,290,0.2,154,0.1,1,0.0,0,0.0,135,0.1,12658,9.4,46,0.0,4269,3.2,3716,2.8,875,0.6,2557,1.9,87,0.1,197,0.1,134810,100.0,14650,10.9,2052,1.5,4395,3.3,889,0.7,7314,5.4,120160,89.1,134810,100.0,131094,97.2,13542,10.0,117552,87.2,3716,2.8,1108,0.8,2608,1.9
620L200US36068,36068,"Assembly District 68 (2010), New York",129298,100.0,122866,95.0,39615,30.6,48306,37.4,1401,1.1,598,0.5,3,0.0,0,0.0,800,0.6,6989,5.4,134,0.1,26421,20.4,6432,5.0,3360,2.6,2478,1.9,211,0.2,383,0.3,129298,100.0,61102,47.3,11329,8.8,30696,23.7,798,0.6,18279,14.1,68196,52.7,129298,100.0,122866,95.0,56668,43.8,66198,51.2,6432,5.0,4434,3.4,1998,1.5
620L200US36069,36069,"Assembly District 69 (2010), New York",127919,100.0,122056,95.4,75833,59.3,23199,18.1,635,0.5,292,0.2,0,0.0,0,0.0,343,0.3,11646,9.1,91,0.1,10652,8.3,5863,4.6,1878,1.5,3380,2.6,176,0.1,429,0.3,127919,100.0,29321,22.9,2804,2.2,9453,7.4,1120,0.9,15944,12.5,98598,77.1,127919,100.0,122056,95.4,26602,20.8,95454,74.6,5863,4.6,2719,2.1,3144,2.5
620L200US36070,36070,"Assembly District 70 (2010), New York",131796,100.0,124854,94.7,24235,18.4,72800,55.2,1375,1.0,482,0.4,4,0.0,0,0.0,889,0.7,3367,2.6,81,0.1,22996,17.4,6942,5.3,3182,2.4,3048,2.3,245,0.2,467,0.4,131796,100.0,46651,35.4,5256,4.0,8737,6.6,833,0.6,31825,24.1,85145,64.6,131796,100.0,124854,94.7,42331,32.1,82523,62.6,6942,5.3,4320,3.3,2622,2.0
620L200US36071,36071,"Assembly District 71 (2010), New York",122886,100.0,115659,94.1,42730,34.8,38158,31.1,1271,1.0,451,0.4,1,0.0,0,0.0,819,0.7,3928,3.2,46,0.0,29526,24.0,7227,5.9,3749,3.1,2718,2.2,334,0.3,426,0.3,122886,100.0,59278,48.2,5512,4.5,7401,6.0,1611,1.3,44754,36.4,63608,51.8,122886,100.0,115659,94.1,54019,44.0,61640,50.2,7227,5.9,5259,4.3,1968,1.6
620L200US36072,36072,"Assembly District 72 (2010), New York",117394,100.0,108029,92.0,35410,30.2,15818,13.5,1898,1.6,583,0.5,0,0.0,0,0.0,1315,1.1,2175,1.9,98,0.1,52630,44.8,9365,8.0,6323,5.4,2174,1.9,546,0.5,322,0.3,117394,100.0,96544,82.2,5770,4.9,7492,6.4,1844,1.6,81438,69.4,20850,17.8,117394,100.0,108029,92.0,87962,74.9,20067,17.1,9365,8.0,8582,7.3,783,0.7
620L200US36073,36073,"Assembly District 73 (2010), New York",129766,100.0,127259,98.1,109924,84.7,3764,2.9,148,0.1,79,0.1,3,0.0,0,0.0,66,0.1,11475,8.8,55,0.0,1893,1.5,2507,1.9,515,0.4,1822,1.4,41,0.0,129,0.1,129766,100.0,8818,6.8,1048,0.8,2600,2.0,569,0.4,4601,3.5,120948,93.2,129766,100.0,127259,98.1,8319,6.4,118940,91.7,2507,1.9,499,0.4,2008,1.5
620L200US36074,36074,"Assembly District 74 (2010), New York",133261,100.0,128470,96.4,87179,65.4,11331,8.5,550,0.4,204,0.2,2,0.0,0,0.0,344,0.3,19548,14.7,70,0.1,9792,7.3,4791,3.6,1550,1.2,2804,2.1,124,0.1,313,0.2,133261,100.0,27402,20.6,1723,1.3,14681,11.0,755,0.6,10243,7.7,105859,79.4,133261,100.0,128470,96.4,25384,19.0,103086,77.4,4791,3.6,2018,1.5,2773,2.1
620L200US36075,36075,"Assembly District 75 (2010), New York",149377,100.0,144788,96.9,109197,73.1,8374,5.6,375,0.3,182,0.1,1,0.0,1,0.0,191,0.1,21497,14.4,66,0.0,5279,3.5,4589,3.1,1208,0.8,3033,2.0,102,0.1,246,0.2,149377,100.0,18641,12.5,2220,1.5,6408,4.3,1249,0.8,8764,5.9,130736,87.5,149377,100.0,144788,96.9,17227,11.5,127561,85.4,4589,3.1,1414,0.9,3175,2.1
620L200US36076,36076,"Assembly District 76 (2010), New York",125532,100.0,118505,94.4,31100,24.8,44202,35.2,1677,1.3,533,0.4,0,0.0,0,0.0,1144,0.9,9610,7.7,101,0.1,31815,25.3,7027,5.6,3927,3.1,2559,2.0,269,0.2,272,0.2,125532,100.0,72281,57.6,6012,4.8,37868,30.2,961,0.8,27440,21.9,53251,42.4,125532,100.0,118505,94.4,67310,53.6,51195,40.8,7027,5.6,4971,4.0,2056,1.6
620L200US36077,36077,"Assembly District 77 (2010), New York",126463,100.0,119025,94.1,21146,16.7,54574,43.2,1836,1.5,567,0.4,2,0.0,0,0.0,1267,1.0,1675,1.3,105,0.1,39689,31.4,7438,5.9,4877,3.9,1973,1.6,368,0.3,220,0.2,126463,100.0,76989,60.9,4691,3.7,21342,16.9,691,0.5,50265,39.7,49474,39.1,126463,100.0,119025,94.1,70621,55.8,48404,38.3,7438,5.9,6368,5.0,1070,0.8
620L200US36078,36078,"Assembly District 78 (2010), New York",121803,100.0,114368,93.9,36091,29.6,28807,23.7,1817,1.5,561,0.5,0,0.0,0,0.0,1256,1.0,5975,4.9,95,0.1,41583,34.1,7435,6.1,4839,4.0,2015,1.7,339,0.3,242,0.2,121803,100.0,81030,66.5,10796,8.9,24119,19.8,830,0.7,45285,37.2,40773,33.5,121803,100.0,114368,93.9,74806,61.4,39562,32.5,7435,6.1,6224,5.1,1211,1.0
620L200US36079,36079,"Assembly District 79 (2010), New York",139940,100.0,132149,94.4,25536,18.2,65961,47.1,2249,1.6,925,0.7,8,0.0,0,0.0,1316,0.9,893,0.6,283,0.2,37227,26.6,7791,5.6,4870,3.5,2361,1.7,360,0.3,200,0.1,139940,100.0,81303,58.1,4819,3.4,36585,26.1,816,0.6,39083,27.9,58637,41.9,139940,100.0,132149,94.4,74698,53.4,57451,41.1,7791,5.6,6605,4.7,1186,0.8
620L200US36080,36080,"Assembly District 80 (2010), New York",124298,100.0,118688,95.5,55333,44.5,29163,23.5,1092,0.9,413,0.3,3,0.0,0,0.0,676,0.5,9868,7.9,88,0.1,23144,18.6,5610,4.5,3006,2.4,2135,1.7,194,0.2,275,0.2,124298,100.0,53547,43.1,6532,5.3,24857,20.0,855,0.7,21303,17.1,70751,56.9,124298,100.0,118688,95.5,49676,40.0,69012,55.5,5610,4.5,3871,3.1,1739,1.4
620L200US36081,36081,"Assembly District 81 (2010), New York",119471,100.0,114148,95.5,60356,50.5,25459,21.3,993,0.8,285,0.2,2,0.0,0,0.0,706,0.6,8193,6.9,61,0.1,19086,16.0,5323,4.5,2503,2.1,2314,1.9,227,0.2,279,0.2,119471,100.0,41772,35.0,4344,3.6,14970,12.5,1040,0.9,21418,17.9,77699,65.0,119471,100.0,114148,95.5,38497,32.2,75651,63.3,5323,4.5,3275,2.7,2048,1.7
620L200US36082,36082,"Assembly District 82 (2010), New York",125736,100.0,121046,96.3,61997,49.3,34765,27.6,799,0.6,243,0.2,0,0.0,0,0.0,556,0.4,5940,4.7,68,0.1,17477,13.9,4690,3.7,2343,1.9,1926,1.5,146,0.1,275,0.2,125736,100.0,45178,35.9,2058,1.6,28626,22.8,861,0.7,13633,10.8,80558,64.1,125736,100.0,121046,96.3,42141,33.5,78905,62.8,4690,3.7,3037,2.4,1653,1.3
620L200US36083,36083,"Assembly District 83 (2010), New York",124748,100.0,120734,96.8,11846,9.5,93853,75.2,1007,0.8,301,0.2,1,0.0,0,0.0,705,0.6,1753,1.4,66,0.1,12209,9.8,4014,3.2,1777,1.4,1838,1.5,181,0.1,218,0.2,124748,100.0,28350,22.7,1371,1.1,14712,11.8,624,0.5,11643,9.3,96398,77.3,124748,100.0,120734,96.8,26237,21.0,94497,75.8,4014,3.2,2113,1.7,1901,1.5
620L200US36084,36084,"Assembly District 84 (2010), New York",130899,100.0,122750,93.8,29821,22.8,42753,32.7,2452,1.9,1028,0.8,0,0.0,0,0.0,1424,1.1,1658,1.3,109,0.1,45957,35.1,8149,6.2,5546,4.2,2094,1.6,328,0.3,181,0.1,130899,100.0,93671,71.6,13844,10.6,37318,28.5,709,0.5,41800,31.9,37228,28.4,130899,100.0,122750,93.8,86483,66.1,36267,27.7,8149,6.2,7188,5.5,961,0.7
620L200US36085,36085,"Assembly District 85 (2010), New York",125392,100.0,117942,94.1,28933,23.1,48027,38.3,1995,1.6,685,0.5,0,0.0,1,0.0,1309,1.0,1545,1.2,187,0.1,37255,29.7,7450,5.9,4870,3.9,1947,1.6,295,0.2,338,0.3,125392,100.0,80766,64.4,8286,6.6,36542,29.1,789,0.6,35149,28.0,44626,35.6,125392,100.0,117942,94.1,74399,59.3,43543,34.7,7450,5.9,6367,5.1,1083,0.9
620L200US36086,36086,"Assembly District 86 (2010), New York",120826,100.0,112510,93.1,24338,20.1,37636,31.1,2343,1.9,722,0.6,1,0.0,0,0.0,1620,1.3,2499,2.1,125,0.1,45569,37.7,8316,6.9,5443,4.5,2231,1.8,415,0.3,227,0.2,120826,100.0,86526,71.6,8441,7.0,21982,18.2,609,0.5,55494,45.9,34300,28.4,120826,100.0,112510,93.1,79264,65.6,33246,27.5,8316,6.9,7262,6.0,1054,0.9
620L200US36087,36087,"Assembly District 87 (2010), New York",132139,100.0,125949,95.3,41942,31.7,58742,44.5,1095,0.8,305,0.2,0,0.0,0,0.0,790,0.6,4111,3.1,87,0.1,19972,15.1,6190,4.7,3123,2.4,2586,2.0,168,0.1,313,0.2,132139,100.0,44627,33.8,12239,9.3,10909,8.3,854,0.6,20625,15.6,87512,66.2,132139,100.0,125949,95.3,41073,31.1,84876,64.2,6190,4.7,3554,2.7,2636,2.0
620L200US36088,36088,"Assembly District 88 (2010), New York",131096,100.0,126966,96.8,93179,71.1,16033,12.2,600,0.5,227,0.2,0,0.0,0,0.0,373,0.3,8831,6.7,42,0.0,8281,6.3,4130,3.2,1739,1.3,2125,1.6,93,0.1,173,0.1,131096,100.0,25803,19.7,10100,7.7,3307,2.5,654,0.5,11742,9.0,105293,80.3,131096,100.0,126966,96.8,23729,18.1,103237,78.7,4130,3.2,2074,1.6,2056,1.6
620L200US36089,36089,"Assembly District 89 (2010), New York",129296,100.0,126316,97.7,108396,83.8,5249,4.1,294,0.2,166,0.1,0,0.0,0,0.0,128,0.1,6984,5.4,31,0.0,5362,4.1,2980,2.3,982,0.8,1779,1.4,45,0.0,174,0.1,129296,100.0,16087,12.4,2310,1.8,2192,1.7,496,0.4,11089,8.6,113209,87.6,129296,100.0,126316,97.7,14922,11.5,111394,86.2,2980,2.3,1165,0.9,1815,1.4
620L200US36090,36090,"Assembly District 90 (2010), New York",137827,100.0,133303,96.7,103628,75.2,13367,9.7,445,0.3,161,0.1,2,0.0,0,0.0,282,0.2,4680,3.4,51,0.0,11132,8.1,4524,3.3,1792,1.3,2367,1.7,101,0.1,264,0.2,137827,100.0,29025,21.1,1449,1.1,6235,4.5,616,0.4,20725,15.0,108802,78.9,137827,100.0,133303,96.7,26726,19.4,106577,77.3,4524,3.3,2299,1.7,2225,1.6
620L200US36091,36091,"Assembly District 91 (2010), New York",128861,100.0,124770,96.8,95959,74.5,9936,7.7,526,0.4,194,0.2,4,0.0,0,0.0,328,0.3,5266,4.1,55,0.0,13028,10.1,4091,3.2,2176,1.7,1690,1.3,98,0.1,127,0.1,128861,100.0,37190,28.9,11737,9.1,3553,2.8,858,0.7,21042,16.3,91671,71.1,128861,100.0,124770,96.8,34758,27.0,90012,69.9,4091,3.2,2432,1.9,1659,1.3
620L200US36092,36092,"Assembly District 92 (2010), New York",133416,100.0,129932,97.4,96955,72.7,13595,10.2,312,0.2,133,0.1,1,0.0,0,0.0,178,0.1,11441,8.6,47,0.0,7582,5.7,3484,2.6,1223,0.9,1988,1.5,63,0.0,210,0.2,133416,100.0,20521,15.4,2228,1.7,3777,2.8,828,0.6,13688,10.3,112895,84.6,133416,100.0,129932,97.4,19103,14.3,110829,83.1,3484,2.6,1418,1.1,2066,1.5
620L200US36093,36093,"Assembly District 93 (2010), New York",129837,100.0,125489,96.7,82837,63.8,20401,15.7,680,0.5,260,0.2,4,0.0,0,0.0,416,0.3,8563,6.6,68,0.1,12940,10.0,4348,3.3,1898,1.5,2102,1.6,122,0.1,226,0.2,129837,100.0,32596,25.1,3963,3.1,11465,8.8,859,0.7,16309,12.6,97241,74.9,129837,100.0,125489,96.7,30325,23.4,95164,73.3,4348,3.3,2271,1.7,2077,1.6
620L200US36094,36094,"Assembly District 94 (2010), New York",135492,100.0,131441,97.0,95368,70.4,15251,11.3,382,0.3,126,0.1,1,0.0,0,0.0,255,0.2,11210,8.3,60,0.0,9170,6.8,4051,3.0,1539,1.1,2239,1.7,96,0.1,177,0.1,135492,100.0,25965,19.2,2418,1.8,7923,5.8,614,0.5,15010,11.1,109527,80.8,135492,100.0,131441,97.0,24022,17.7,107419,79.3,4051,3.0,1943,1.4,2108,1.6
620L200US36095,36095,"Assembly District 95 (2010), New York",145915,100.0,142880,97.9,107653,73.8,20421,14.0,358,0.2,160,0.1,3,0.0,0,0.0,195,0.1,6965,4.8,59,0.0,7424,5.1,3035,2.1,1180,0.8,1654,1.1,52,0.0,149,0.1,145915,100.0,18327,12.6,1860,1.3,3270,2.2,403,0.3,12794,8.8,127588,87.4,145915,100.0,142880,97.9,17055,11.7,125825,86.2,3035,2.1,1272,0.9,1763,1.2
620L200US36096,36096,"Assembly District 96 (2010), New York",138725,100.0,134580,97.0,114755,82.7,9502,6.8,448,0.3,287,0.2,4,0.0,0,0.0,157,0.1,3975,2.9,53,0.0,5847,4.2,4145,3.0,1019,0.7,2783,2.0,71,0.1,272,0.2,138725,100.0,19629,14.1,2359,1.7,10079,7.3,708,0.5,6483,4.7,119096,85.9,138725,100.0,134580,97.0,18176,13.1,116404,83.9,4145,3.0,1453,1.0,2692,1.9
620L200US36097,36097,"Assembly District 97 (2010), New York",144514,100.0,141138,97.7,120302,83.2,10110,7.0,542,0.4,329,0.2,2,0.0,0,0.0,211,0.1,3882,2.7,34,0.0,6268,4.3,3376,2.3,878,0.6,2150,1.5,88,0.1,260,0.2,144514,100.0,19092,13.2,3973,2.7,8509,5.9,545,0.4,6065,4.2,125422,86.8,144514,100.0,141138,97.7,17888,12.4,123250,85.3,3376,2.3,1204,0.8,2172,1.5
